AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI.exe Version 5.1.576.0,

PROFILE DETAILS
CPU Details:,Family(0x1a) Model(0x24)
Sampling Interval:,100 milli-seconds
Profile Start Time:,Jun-21-2025_13-22-05,
Profile Duration:,20 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
72.,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.
74.,core0-power,Power,W,Core0-Average Power reported in Watts.
76.,core1-power,Power,W,Core1-Average Power reported in Watts.
78.,core2-power,Power,W,Core2-Average Power reported in Watts.
80.,core3-power,Power,W,Core3-Average Power reported in Watts.
82.,core4-power,Power,W,Core4-Average Power reported in Watts.
84.,core5-power,Power,W,Core5-Average Power reported in Watts.
86.,core6-power,Power,W,Core6-Average Power reported in Watts.
88.,core7-power,Power,W,Core7-Average Power reported in Watts.
90.,core8-power,Power,W,Core8-Average Power reported in Watts.
92.,core9-power,Power,W,Core9-Average Power reported in Watts.
94.,core10-power,Power,W,Core10-Average Power reported in Watts.
96.,core11-power,Power,W,Core11-Average Power reported in Watts.

PROFILE RECORDS
RecordId,Timestamp,socket0-package-power,core0-power,core1-power,core2-power,core3-power,core4-power,core5-power,core6-power,core7-power,core8-power,core9-power,core10-power,core11-power
139,13:22:19:448,   42.50,    5.07,    4.12,    4.79,    5.03,    2.15,    2.18,    1.78,    2.54,    2.56,    2.46,    1.50,    1.77
140,13:22:19:549,   41.48,    4.64,    4.14,    4.54,    4.75,    2.29,    1.56,    2.37,    1.83,    2.57,    1.35,    2.53,    2.54
141,13:22:19:651,   43.04,    4.70,    4.68,    4.77,    4.79,    1.70,    1.72,    2.62,    1.45,    2.64,    2.28,    2.54,    2.58
142,13:22:19:752,   42.51,    4.63,    4.68,    4.63,    4.60,    2.56,    2.51,    1.84,    2.27,    2.55,    1.83,    1.42,    2.16
143,13:22:19:853,   42.45,    4.94,    4.70,    4.67,    4.67,    2.15,    1.55,    2.17,    1.83,    2.45,    2.61,    1.56,    2.57
144,13:22:19:953,   42.84,    4.91,    4.75,    4.74,    4.69,    2.31,    1.48,    1.39,    2.19,    2.58,    2.39,    2.05,    2.61
145,13:22:20:055,   42.29,    4.91,    4.31,    4.72,    4.76,    1.60,    2.52,    2.15,    2.66,    2.46,    1.60,    2.41,    1.84
146,13:22:20:156,   41.97,    4.63,    4.68,    4.48,    4.56,    2.49,    2.28,    1.53,    1.85,    2.53,    2.17,    1.77,    2.54
147,13:22:20:257,   43.21,    4.88,    4.77,    4.75,    4.67,    1.47,    2.42,    1.50,    2.67,    2.59,    2.69,    1.63,    2.49
148,13:22:20:360,   41.88,    4.60,    4.63,    4.73,    4.55,    2.39,    1.27,    2.54,    2.58,    1.50,    2.57,    2.49,    1.75
149,13:22:20:461,   42.35,    4.84,    4.70,    4.73,    4.68,    2.62,    1.39,    2.63,    1.54,    2.44,    2.41,    2.58,    1.35
150,13:22:20:563,   42.28,    4.67,    4.43,    4.64,    4.59,    2.49,    2.55,    2.24,    2.20,    1.54,    2.24,    2.28,    1.92
151,13:22:20:665,   43.62,    4.74,    4.73,    4.46,    4.75,    1.57,    2.67,    1.55,    2.67,    2.59,    2.66,    1.58,    2.47
152,13:22:20:767,   42.12,    4.68,    4.45,    4.75,    4.58,    1.60,    1.58,    2.62,    2.65,    2.57,    2.63,    2.32,    1.43
153,13:22:20:869,   42.39,    4.67,    4.71,    4.69,    4.62,    2.09,    1.81,    1.45,    2.65,    2.56,    2.62,    2.56,    1.37
154,13:22:20:972,   41.90,    5.05,    4.62,    4.68,    4.76,    2.17,    1.40,    2.17,    1.77,    2.22,    2.61,    1.80,    2.57
155,13:22:21:074,   41.99,    4.66,    5.01,    4.10,    4.62,    1.81,    1.83,    2.60,    1.44,    2.59,    1.85,    2.29,    2.55
156,13:22:21:177,   42.25,    4.66,    4.50,    4.52,    4.62,    1.79,    2.32,    2.58,    2.42,    2.57,    2.52,    1.40,    1.56
157,13:22:21:279,   42.72,    4.88,    4.96,    4.77,    5.04,    1.88,    1.59,    2.42,    1.58,    2.28,    2.57,    2.04,    2.49
158,13:22:21:382,   42.30,    4.58,    4.71,    4.59,    4.55,    2.18,    2.54,    1.83,    2.49,    2.52,    2.44,    1.43,    1.67
159,13:22:21:483,   42.37,    4.66,    4.72,    4.72,    4.71,    2.45,    2.65,    2.66,    1.43,    2.59,    1.61,    2.60,    1.34
160,13:22:21:587,   42.27,    4.65,    4.65,    4.83,    4.65,    1.42,    2.26,    2.27,    1.98,    1.46,    2.61,    2.53,    2.42
161,13:22:21:689,   43.68,    4.72,    4.81,    4.72,    4.68,    1.85,    2.21,    2.17,    1.92,    2.40,    2.26,    2.58,    2.26
162,13:22:21:791,   42.24,    4.67,    4.66,    4.73,    4.64,    1.77,    1.58,    2.36,    2.49,    2.57,    2.64,    1.38,    2.51
163,13:22:21:893,   42.42,    4.66,    4.75,    4.64,    4.75,    1.39,    2.25,    1.90,    2.39,    2.22,    2.37,    1.76,    2.51
164,13:22:21:994,   42.37,    4.90,    4.57,    4.84,    4.62,    2.35,    2.21,    1.90,    2.65,    1.97,    1.88,    1.48,    2.57
165,13:22:22:095,   42.16,    4.65,    4.48,    4.68,    4.72,    2.53,    2.57,    2.59,    1.60,    2.58,    1.43,    2.52,    1.45
166,13:22:22:198,   43.08,    4.72,    4.76,    4.38,    4.66,    1.44,    1.59,    2.61,    2.64,    2.58,    2.65,    1.43,    2.59
167,13:22:22:301,   42.57,    4.73,    4.68,    4.56,    4.72,    1.99,    2.29,    2.57,    1.96,    1.48,    2.14,    2.37,    2.50
168,13:22:22:403,   41.67,    4.52,    4.78,    4.64,    4.50,    2.31,    1.53,    2.54,    1.66,    2.37,    1.39,    2.48,    2.50
169,13:22:22:506,   42.38,    4.66,    4.73,    4.72,    4.64,    2.51,    1.42,    2.62,    2.62,    2.47,    1.50,    2.57,    1.41
170,13:22:22:608,   42.50,    4.74,    4.67,    4.79,    4.69,    2.65,    1.45,    1.63,    2.66,    2.36,    2.63,    2.59,    1.34
171,13:22:22:710,   43.39,    4.75,    4.75,    4.74,    4.86,    2.36,    2.24,    1.43,    1.78,    2.57,    2.60,    2.57,    1.53
172,13:22:22:813,   41.80,    4.66,    4.04,    4.11,    4.71,    2.04,    2.50,    2.52,    2.66,    2.47,    2.22,    1.63,    1.80
173,13:22:22:916,   42.35,    4.61,    4.60,    5.06,    4.59,    1.42,    2.45,    1.53,    2.66,    2.56,    2.61,    1.88,    1.75
174,13:22:23:017,   42.80,    4.71,    4.74,    4.75,    4.71,    1.42,    1.39,    2.65,    2.70,    2.61,    2.65,    2.61,    1.36
175,13:22:23:120,   41.66,    4.61,    4.80,    4.62,    4.51,    1.35,    1.85,    1.84,    2.58,    2.52,    2.24,    2.53,    1.68
176,13:22:23:221,   42.41,    4.68,    4.59,    4.55,    4.83,    2.41,    2.65,    1.48,    2.61,    1.65,    2.56,    2.57,    1.60
177,13:22:23:321,   42.70,    4.66,    4.70,    4.65,    4.79,    2.20,    2.60,    2.61,    2.31,    1.66,    1.62,    1.66,    2.49
178,13:22:23:424,   42.54,    4.81,    4.59,    4.92,    4.96,    1.78,    2.55,    1.97,    1.59,    1.97,    2.58,    1.61,    2.43
179,13:22:23:527,   41.63,    4.60,    3.73,    4.62,    5.03,    1.45,    1.63,    1.97,    2.57,    2.04,    2.26,    2.43,    2.53
180,13:22:23:629,   42.31,    4.91,    4.64,    4.72,    4.65,    1.42,    1.75,    1.96,    2.64,    2.42,    2.61,    2.55,    1.67
181,13:22:23:733,   42.98,    4.69,    4.70,    4.74,    4.62,    1.45,    1.33,    2.62,    2.61,    2.60,    2.62,    2.58,    1.53
182,13:22:23:835,   42.60,    4.71,    4.66,    4.70,    4.70,    2.11,    2.46,    2.60,    1.97,    2.76,    2.41,    1.53,    1.40
183,13:22:23:937,   42.65,    4.63,    4.73,    4.74,    4.85,    1.99,    2.35,    1.87,    2.61,    2.23,    1.97,    1.99,    2.53
184,13:22:24:040,   42.55,    4.71,    4.66,    4.63,    4.60,    2.42,    1.57,    2.62,    2.42,    2.61,    1.35,    2.58,    1.52
185,13:22:24:142,   41.92,    4.63,    5.11,    4.67,    4.57,    1.38,    1.35,    2.57,    2.39,    2.42,    1.40,    2.54,    2.55
186,13:22:24:243,   42.68,    4.66,    4.71,    4.78,    4.84,    2.47,    2.47,    1.61,    1.65,    2.56,    2.35,    1.52,    2.58
187,13:22:24:345,   42.76,    4.67,    4.70,    4.79,    4.67,    1.56,    2.62,    1.41,    2.65,    2.50,    2.66,    2.56,    1.49
188,13:22:24:448,   42.14,    4.56,    4.58,    4.66,    4.54,    2.54,    1.44,    1.64,    2.46,    1.53,    2.59,    2.52,    2.54
189,13:22:24:551,   42.42,    4.68,    4.72,    4.70,    4.86,    1.89,    1.36,    1.63,    2.01,    2.52,    2.24,    2.57,    2.58
190,13:22:24:653,   42.34,    4.62,    4.71,    4.73,    4.70,    1.52,    1.42,    2.53,    2.65,    2.59,    1.46,    2.54,    2.61
191,13:22:24:756,   42.84,    4.67,    4.72,    4.64,    4.56,    1.62,    1.47,    2.47,    2.67,    2.44,    2.62,    1.38,    2.56
192,13:22:24:858,   42.39,    4.64,    4.68,    4.70,    4.64,    1.39,    2.62,    1.35,    2.66,    1.35,    2.62,    2.56,    2.60
193,13:22:24:959,   41.85,    5.06,    4.25,    4.49,    4.66,    2.43,    1.66,    1.62,    2.32,    2.13,    1.93,    2.55,    2.34
194,13:22:25:059,   42.21,    4.69,    4.71,    5.17,    5.06,    2.26,    2.02,    1.58,    2.74,    2.83,    2.16,    2.49,    2.82
195,13:22:25:159,   42.19,    4.70,    4.68,    4.65,    4.60,    2.56,    2.60,    1.39,    1.35,    2.55,    1.36,    2.55,    2.56
